"official_title","your_title","watch_date","type","year","decade","half_decade","age","runtime","genre1","genre2","genre3","seen","source","rating","imdb_rating","recommender"
"Justin Fletcher(7994)","Justin Fletcher","","actor","1970","1970","1970","52","","actor","special_effects","music_department","","","","",""
"John Sparkes(6950)","John Sparkes","","actor","1954","1950","1950","68","","actor","writer","miscellaneous","","","","",""
"Omid Djalili(9084)","Omid Djalili","","actor","1965","1960","1965","57","","actor","writer","producer","","","","",""
"Richard Webber(6432)","Richard Webber","","actor","","","","","","actor","director","animation_department","","","","",""
"Mark Burton(3666)","Mark Burton","","writer","","","","","","writer","miscellaneous","producer","","","","",""
"Richard Starzak(6450)","Richard Starzak","","writer","1959","1950","1955","63","","writer","director","miscellaneous","","","","",""
"Nick Park(1910)","Nick Park","","writer","1958","1950","1955","64","","writer","producer","animation_department","","","","",""
"Paul Kewley(5754)","Paul Kewley","","producer","","","","","","producer","miscellaneous","director","","","","",""
"Julie Lockhart(6880)","Julie Lockhart","","producer","","","","","","producer","executive","","","","","",""
"Sergei Bespalov(3488)","Sergei Bespalov","","producer","","","","","","producer","executive","","","","","",""
"Kramer Morgenthau(5190)","Kramer Morgenthau","","cinematographer","1966","1960","1965","56","","cinematographer","camera_department","miscellaneous","","","","",""
"Robert Leighton(0371)","Robert Leighton","","editor","","","","","","editor","editorial_department","sound_department","","","","",""
"Denise Pizzini(6225)","Denise Pizzini","","production_designer","","","","","","production_designer","set_decorator","art_department","","","","",""
"Atticus Ross(9604)","Atticus Ross","","soundtrack","1968","1960","1965","54","","soundtrack","composer","music_department","","","","",""
"Graham Norton(6218)","Graham Norton","","actor","1963","1960","1960","59","","actor","writer","soundtrack","","","","",""
"Rachel House(4302)","Rachel House","","actress","1971","1970","1970","51","","actress","miscellaneous","assistant_director","","","","",""
"Pete Docter(0032)","Pete Docter","","producer","1968","1960","1965","54","","producer","writer","director","","","","",""
"Mike Jones(8873)","Mike Jones","","writer","1971","1970","1970","51","","writer","miscellaneous","director","","","","",""
"Dana Murray(3918)","Dana Murray","","miscellaneous","","","","","","miscellaneous","producer","production_manager","","","","",""
"Stephanie Beatriz(5867)","Stephanie Beatriz","","actress","1981","1980","1980","41","","actress","producer","soundtrack","","","","",""
"María Cecilia Botero(9720)","María Cecilia Botero","","actress","1955","1950","1955","67","","actress","","","","","","",""
"Mauro Castillo(1347)","Mauro Castillo","","composer","1978","1970","1975","44","","composer","actor","soundtrack","","","","",""
"Jared Bush(8544)","Jared Bush","","writer","1974","1970","1970","48","","writer","miscellaneous","producer","","","","",""
"Byron Howard(7174)","Byron Howard","","animation_department","1968","1960","1965","54","","animation_department","director","actor","","","","",""
"Charise Castro Smith(6781)","Charise Castro Smith","","producer","","","","","","producer","writer","actress","","","","",""
"Jason Hand(1364)","Jason Hand","","animation_department","","","","","","animation_department","art_department","writer","","","","",""
"Nancy Kruse(2866)","Nancy Kruse","","animation_department","1965","1960","1965","57","","animation_department","director","assistant_director","","","","",""
"Bobby Tahouri(2616)","Bobby Tahouri","","composer","","","","","","composer","music_department","soundtrack","","","","",""
"Bob Odenkirk(4022)","Bob Odenkirk","","writer","1962","1960","1960","60","","writer","actor","producer","","","","",""
"Amber Tamblyn(8554)","Amber Tamblyn","","actress","1983","1980","1980","39","","actress","producer","writer","","","","",""
"Stacy Keach(5078)","Stacy Keach","","actor","1941","1940","1940","81","","actor","producer","director","","","","",""
"Alex Karpovsky(3163)","Alex Karpovsky","","actor","","","","","","actor","director","producer","","","","",""
"Michael Paul Stephenson(7294)","Michael Paul Stephenson","","actor","1978","1970","1975","44","","actor","director","producer","","","","",""
"Eric Hoffman(8875)","Eric Hoffman","","actor","1963","1960","1960","59","","actor","writer","producer","","","","",""
"Philip Zlotorynski(7454)","Philip Zlotorynski","","editorial_department","1975","1970","1975","47","","editorial_department","director","producer","","","","",""
"M. Elizabeth Hughes(4639)","M. Elizabeth Hughes","","producer","1983","1980","1980","39","","producer","actress","miscellaneous","","","","",""
"Marc Provissiero(9508)","Marc Provissiero","","producer","","","","","","producer","manager","","","","","",""
"Mondo Boys(5626)","Mondo Boys","","composer","","","","","","composer","music_department","soundtrack","","","","",""
"Emily Browning(5161)","Emily Browning","","actress","1988","1980","1985","34","","actress","soundtrack","","","","","",""
"Luke Grimes(3766)","Luke Grimes","","actor","1984","1980","1980","38","","actor","soundtrack","","","","","",""
"Avan Jogia(0326)","Avan Jogia","","actor","1992","1990","1990","30","","actor","director","writer","","","","",""
"Eddie O'Keefe(3219)","Eddie O'Keefe","","writer","","","","","","writer","producer","director","","","","",""
"Chris Hutton(7006)","Chris Hutton","","writer","","","","","","writer","producer","","","","","",""
"Tariq Merhab(5758)","Tariq Merhab","","producer","","","","","","producer","writer","","","","","",""
"Matthew Perniciaro(4362)","Matthew Perniciaro","","producer","1979","1970","1975","43","","producer","actor","writer","","","","",""
"Michael Sherman(5119)","Michael Sherman","","producer","","","","","","producer","","","","","","",""
"Samuli Torssonen(4659)","Samuli Torssonen","","visual_effects","1978","1970","1975","44","","visual_effects","writer","actor","","","","",""
"Lara Rossi(8181)","Lara Rossi","","actress","","","","","","actress","","","","","","",""
"Vladimir Burlakov(2095)","Vladimir Burlakov","","actor","1987","1980","1985","35","","actor","","","","","","",""
"Kit Dale(0067)","Kit Dale","","actor","","","","","","actor","","","","","","",""
"Dalan Musson(5914)","Dalan Musson","","writer","","","","","","writer","actor","assistant_director","","","","",""
"Steve Zissis(7813)","Steve Zissis","","actor","1975","1970","1975","47","","actor","writer","producer","","","","",""
"Emma Stone(7015)","Emma Stone","","actress","1988","1980","1985","34","","actress","soundtrack","producer","","","","",""
"Joel Fry(1128)","Joel Fry","","actor","","","","","","actor","producer","","","","","",""
"Paul Walter Hauser(6159)","Paul Walter Hauser","","actor","1986","1980","1985","36","","actor","producer","writer","","","","",""
"Craig Gillespie(8916)","Craig Gillespie","","director","1967","1960","1965","55","","director","producer","","","","","",""
"Dana Fox(1416)","Dana Fox","","producer","","","","","","producer","writer","director","","","","",""
"Tony McNamara(0111)","Tony McNamara","","writer","","","","","","writer","producer","director","","","","",""
"Aline Brosh McKenna(2459)","Aline Brosh McKenna","","producer","1967","1960","1965","55","","producer","writer","soundtrack","","","","",""
"Paul Cameron(1700)","Paul Cameron","","cinematographer","1958","1950","1955","64","","cinematographer","camera_department","director","","","","",""
"Thandiwe Newton(8601)","Thandiwe Newton","","actress","1972","1970","1970","50","","actress","soundtrack","producer","","","","",""
"Cliff Curtis(3295)","Cliff Curtis","","actor","1968","1960","1965","54","","actor","producer","","","","","",""
"Lisa Joy(7370)","Lisa Joy","","writer","1972","1970","1970","50","","writer","producer","director","","","","",""
"Matthew Howe(7874)","Matthew Howe","","cinematographer","","","","","","cinematographer","camera_department","writer","","","","",""
"Jason Alexander(4517)","Jason Alexander","","actor","1959","1950","1955","63","","actor","writer","soundtrack","","","","",""
"Donna Marie Asbury(4151)","Donna Marie Asbury","","actress","","","","","","actress","","","","","","",""
"Jim Bonkosky(6182)","Jim Bonkosky","","miscellaneous","","","","","","miscellaneous","","","","","","",""
"David Cady(5314)","David Cady","","actor","","","","","","actor","","","","","","",""
"Lonny Price(7014)","Lonny Price","","director","1959","1950","1955","63","","director","actor","writer","","","","",""
"Kitt Lavoie(8803)","Kitt Lavoie","","script_department","","","","","","script_department","writer","director","","","","",""
"Ted Schillinger(1728)","Ted Schillinger","","producer","","","","","","producer","director","writer","","","","",""
"Bruce David Klein(8678)","Bruce David Klein","","producer","","","","","","producer","director","writer","","","","",""
"Elaine Epstein(2950)","Elaine Epstein","","producer","","","","","","producer","director","cinematographer","","","","",""
"Britton Rizzio(0407)","Britton Rizzio","","manager","","","","","","manager","producer","","","","","",""
"Kristen Stewart(9576)","Kristen Stewart","","actress","1990","1990","1990","32","","actress","soundtrack","director","","","","",""
"Connie Britton(0168)","Connie Britton","","actress","1967","1960","1965","55","","actress","producer","soundtrack","","","","",""
"Nima Nourizadeh(4036)","Nima Nourizadeh","","director","1977","1970","1975","45","","director","writer","cinematographer","","","","",""
"David Alpert(1121)","David Alpert","","producer","","","","","","producer","manager","","","","","",""
"Kevin Scott Frakes(9694)","Kevin Scott Frakes","","producer","1978","1970","1975","44","","producer","director","actor","","","","",""
"Tom Eagles(5414)","Tom Eagles","","editor","","","","","","editor","editorial_department","","","","","",""
"Jemaine Clement(8596)","Jemaine Clement","","actor","1974","1970","1970","48","","actor","writer","soundtrack","","","","",""
"Taika Waititi(9806)","Taika Waititi","","writer","1975","1970","1975","47","","writer","producer","actor","","","","",""
"Cori Gonzalez-Macuer(9962)","Cori Gonzalez-Macuer","","writer","","","","","","writer","actor","director","","","","",""
"Jonny Brugh(1353)","Jonny Brugh","","actor","","","","","","actor","producer","","","","","",""
"Emanuel Michael(9578)","Emanuel Michael","","producer","","","","","","producer","","","","","","",""
"Chelsea Winstanley(8615)","Chelsea Winstanley","","producer","","","","","","producer","director","writer","","","","",""
"Plan 9(3819)","Plan 9","","composer","","","","","","composer","music_department","soundtrack","","","","",""
"Richard Bluck(9459)","Richard Bluck","","cinematographer","","","","","","cinematographer","camera_department","visual_effects","","","","",""
"D.J. Stipsen(0510)","D.J. Stipsen","","cinematographer","","","","","","cinematographer","camera_department","","","","","",""
"Lorne Balfe(4632)","Lorne Balfe","","composer","1976","1970","1975","46","","composer","music_department","soundtrack","","","","",""
"Florence Pugh(3955)","Florence Pugh","","actress","1996","1990","1995","26","","actress","producer","soundtrack","","","","",""
"Cate Shortland(5153)","Cate Shortland","","director","1968","1960","1965","54","","director","writer","miscellaneous","","","","",""
"Eric Pearson(9408)","Eric Pearson","","writer","","","","","","writer","script_department","","","","","",""
"Ned Benson(2600)","Ned Benson","","writer","1977","1970","1975","45","","writer","producer","director","","","","",""
"Juel Taylor(1432)","Juel Taylor","","sound_department","","","","","","sound_department","writer","director","","","","",""
"LeBron James(9908)","LeBron James","","producer","1984","1980","1980","38","","producer","writer","actor","","","","",""
